p_id,Name,Brand,Price,DiscountedPrice,Category,SubCategory,Quantity,Description,BreadCrumbs
dmart1138,"Christopher Cocoa Original Drinking Cocoa",Christopher,299,124,"Dairy & Beverages",Beverages,"200 gm","OverviewMakes delicious milk shake or hot chocolate. Can be used for Baking.  Ingredients100% Pure Cacao Beans Key FeaturesPure CocoaNo SugarVeganDarkKeto ApplicationMakes delicious milkshake or hot chocolate. Add 1 spoon Drinking Cocoa to milk. Add sugar as per taste. Drink hot or cold. Storage conditionStore in a cool and dry place. Shelf lifeBest before 24 months from Packaging date. About the BrandSnowlan Epicure imagines & creates artisan brands in food, beverages, health & wellness. Their brands include Colombian Brew Coffee, Teddy Roosevelt, Cambridge Tea Party, Didier & Frank and Christopher Cocoa.","Dairy & Beverages > Beverages"
dmart1139,"Horlicks Chocolate Delight Flavour Jar",Horlicks,115,106,"Dairy & Beverages",Beverages,"200 gm","OverviewHorlicks Chocolate Delight now mixes instantly to give children the smoothest and chocolatiest Horlicks experience ever in a jiffy! No lumps, stirring or hassle while making a glass of Chocolate Horlicks. Mix in milk instantly and make so many yummy treats like Chocolate shakes, smoothies and frozen desserts! Let the kids enjoy their glass of milk the way they want to and finish before you know it.Key Features- Clinically proven health drink- Helps to increase calcium in bones of children- Aids to improve the memory of the children- Contains essential nutrients for overall developmentBenefits- Helps meet the requirements of essential nutrients in children.- Horlicks is clinically proven to improve 5 signs of growth and is clinically proven to make kids taller, stronger and sharper.- Horlicks is scientifically proven to improve power of milk.- Increases the density of minerals such as calcium in bones to give children bigger and stronger bones- Horlicks is clinically proven to increase lean tissue, making children stronger- Helps improve attention and concentration to make the child smarter.- Clinically proven for more hemopoietic nutrients in the blood and to increase fat-free mass, making the child strongerIngredientsWheat Flour(32%), Sugar , Malted Barley(extracted solids)(18%) ,Milk Powder(9%), COCOA Powder, Natural Colour(INS 150c), Minerals , Protein isolate ,Nature Identical Flavouring Substances , Acidity Regular(INS 501(ii),500(ii)),Vitamins Salt.How to UseEnjoy with a cup of hot milk or a glass of cold milk.Care Instructions- Read the label carefully before use- Keep out of reach of children- Store in a cool dry place- Use under medical supervisionAbout the BrandHorlicks is a sweet malted milk hot drink powder developed by founders James and William Horlick. It was first sold as 'Horlick's Infant and Invalids Food,' soon adding 'aged and travellers' to their label. In the early 20th century, it was sold as a powdered meal replacement drink mix.It was then marketed as a nutritional supplement and manufactured by GlaxoSmithKline (Consumer Healthcare) in the United Kingdom, Malaysia, Australia, New Zealand, Hong Kong, Bangladesh, India, Sri Lanka, and Jamaica.","Dairy & Beverages > Beverages"
dmart114,"Udid (Urad) Black Whole",,76,65,Grocery,Pulses,"500 gm",India,"Grocery > Pulses"
dmart1140,"Blue Bird Cocoa Powder","Blue Bird",70,58,"Dairy & Beverages",Beverages,"50 gm","Overview:BLUE BIRD Cocoa is 100% pure cocoa. It is an important ingredient in a variety of sweets and desserts. It enhances the flavour of chocolate based cakes, brownie and muffins.Key FeaturesFrom the finest cocoa beans100% vegetarianRich aromaIngredientsCocoa powderHow To UseBlue Bird Cocoa Powder is used in a variety of chocolate dishes, milk shakes, chocolates, cookies, Indian sweets, toppings for ice creams, etc.About the BrandThe company was founded way back in 1950. With an array of over 23 products to choose from BLUE BIRD is constantly making innovations and successfully launching new products. ","Dairy & Beverages > Beverages"
dmart1141,"Mirinda Orange",Mirinda,99,66,"Dairy & Beverages",Beverages,"2.25 L","
Mirindaâ€™s great orangey taste and sparkling bubbles encourage you to be carefree, spontaneous and playful! With no artificial flavour, a sip of Mirinda, with its bold taste, will switch on the Pagalpanti in you!
Taste the orangey side of life. Paagalpanti bhi zaroori hai!

- Bold, vibrant and delightfully tangy, Mirinda is the perfect go-to drink for a spurt of spontaneity
- No artificial Flavouring
- Contains no fruit
","Dairy & Beverages > Beverages"
dmart1142,"Thums Up","Thums up",38,33,"Dairy & Beverages",Beverages,"600 ml","
Unleash the thunder when youâ€™re on the go with a can of toofani in your hand. Whether youâ€™re grabbing a bite or in need of a strong cold drink as you travel, this strong cola is sure to refuel you on almost any mundane day.
- Taste the thunder with Thums Up.
- Strong, fizzy, and slightly spicy to suit your desi palate.
- Helps bring out the toofani, adventurous side of you.
- Perfectly adds a delicious twist to meals and happy moments.
- Make movies and get togethers interesting with Thums Up fridge pack.
","Dairy & Beverages > Beverages"
dmart1143,"Thums Up","Thums up",90,59,"Dairy & Beverages",Beverages,"1.75 L","
Unleash the thunder when youâ€™re on the go with a can of toofani in your hand. Whether youâ€™re grabbing a bite or in need of a strong cold drink as you travel, this strong cola is sure to refuel you on almost any mundane day.
- Taste the thunder with Thums Up.
- Strong, fizzy, and slightly spicy to suit your desi palate.
- Helps bring out the toofani, adventurous side of you.
- Perfectly adds a delicious twist to meals and happy moments.
- Make movies and get togethers interesting with Thums Up fridge pack.
","Dairy & Beverages > Beverages"
dmart1144,Sprite,Sprite,90,59,"Dairy & Beverages",Beverages,"1.75 L","
Sprite was introduced by Coca Cola and is loved throughout the world. It is a clear lime drink truly meant to quench your thirst and refresh you since 1999. This refreshing drink has a flavour of "lymon"" a mixture of both lemon and lime to quench your thirst. It is a soft drink that you can share with friends and family for a refreshing time anytime"," anywhere."
dmart1145,Sprite,Sprite,160,135,"Dairy & Beverages",Beverages,"8x250 ml","Key FeaturesSprite was introduced by Coca Cola and is loved throughout the world. It is a clear lime drink truly meant to quench your thirst and refresh you since 1999. This refreshing drink has a flavour of lymon a mixture of both lemon and lime to quench your thirst. It is a soft drink that you can share with friends and family for a refreshing time anytime, anywhere. - Grab a refreshing, clear Sprite for complete refreshment. - Sprite&rsquo;s crisp lemon flavour is best enjoyed in hot summer days. - This sparkling drink is meant to satisfy your thirst. - Sprite always keeps you refreshed, even on the go. - Share a Sprite with friends and family for a refreshing time.","Dairy & Beverages > Beverages"
dmart1146,"Coca-Cola Bottle",Coca-Cola,160,130,"Dairy & Beverages",Beverages,"8x250 ml","OverviewIt's delicious, uplifting and refreshing since 1886. Best known soft drink in the world, in India, Coca-Cola was the leading cola drink till 1977 and then it made a comeback in 1993. Coca-Cola has a taste that refreshes, for a rewardingly uplifting experience. While there's no one quite like you, there's a Coca-Cola for your uniqueness and style. Whether it be a Party Coca-Cola bottle, or a mini, or an ice-cold Diet Coke, or a Coca-Cola Zero sugar in a can, there's a refreshing way to enjoy your own! With Coca-Cola, try the Original Cola Refreshment that brings enjoyment and positivity with every sip.IngredientsCarbonated Water, Acidity Regulator (338), Sweeteners (951, 950), Preservative (211), Caffeine. Contains Permitted Natural Colour (150d) and Added Flavours (Natural Flavouring Substances). (Natural Flavouring Substances).Care InstructionsStore in cool dry conditions away from direct sunlight.","Dairy & Beverages > Beverages"
dmart1147,Pepsi,Pepsi,99,66,"Dairy & Beverages",Beverages,"2.25 L","OverviewPepsi is the pop that shakes things up! Pepsi is ubiquitous on just about every social occasion. Also known to be a Party Starter.","Dairy & Beverages > Beverages"
dmart1148,"Fanta Orange Flavour",Fanta,99,74,"Dairy & Beverages",Beverages,"2.25 L","OverviewFun, vibrant and bubbly Â– thatÂ’s what defines Fanta best! Fanta lets you make the most of a moment with the tempting taste and its tingling bubbles. This 'orange' drink entered the Indian market in the year 1993 and has been loved for its bright colour, tempting taste and exciting bubbles. This vibrant soft drink can uplift feelings and help free your spirit, encouraging you to indulge in and enjoy each moment to the fullest. So, grab a Fanta bottle now, and enjoy the great Orangey kick in every sip!","Dairy & Beverages > Beverages"
dmart1149,"Bisleri Club Soda",Bisleri,20,10,"Dairy & Beverages",Beverages,"750 ml","OverviewBisleri Club Soda has the perfect blend of pure mineral water and the right amount of fizz. It is the perfect soda for all your parties.  IngredientsPurified water and Carbon-di-Oxide.  Any other Must-Know InformationBest before six months from manufacturing date.  About the BrandSince its inception, this mineral water company has ensured that utmost care and attention is given to the purification and packaging of water. A 10-step purification is in place to ensure that the water you get to enjoy is free of chemicals and rich in minerals! But today, it is more than just mineral water. The brand has grown its family to include more incredible drinks such as Vedica, Club Soda, Fonzo, Spyci and Limonata.","Dairy & Beverages > Beverages"
dmart115,"KMK Walnut Shell (Whole)",KMK,475,349,Grocery,"Dry Fruits","500 gm","Ingredients Walnut ShellStorageStore in a cool and dry place","Grocery > Dry Fruits"
dmart1150,"7 Up","7 Up",99,66,"Dairy & Beverages",Beverages,"2.25 L","About the Product7UPs sparkling and crisp lemon and lime flavour keeps you positive and confident against all odds. It aims to connect with people who choose to be their natural self and stand out in the crowd. 7UP celebrates the Hum toh hain like this! attitude of consumers.About this itemSoft DrinkIngredientsCarbonated water, citric acid, sugar, and sodium citrate, Natural Lemon, and Lime Flavours.","Dairy & Beverages > Beverages"
dmart1151,Coca-Cola,Coca-Cola,90,59,"Dairy & Beverages",Beverages,"1.75 L","
Coca-Cola is the best known soft drink in the world. It is delicious, uplifting and refreshing since 1886. This original cola flavoured drink has a taste that refreshes, for a rewardingly uplifting experience. Try Coca-Cola to compliment your uniqueness and style. Whether it be a Party Coca-Cola bottle, or an ice-cold can of Coca-Cola, there is a refreshing way to enjoy your own! Try one today and experience enjoyment and positivity with every sip.
- The original cola flavoured refreshing drink enjoyed around the world.
- Coca-Cola's refreshing flavour is delicious and uplifting
- Refreshment that brings enjoyment & positivity with every sip.
- Enjoy Coca-Colaâ€™s delicious taste with meals, on the go, or to share.
- The perfect soft drink for your celebrations and parties.
","Dairy & Beverages > Beverages"
dmart1152,Limca,Limca,99,74,"Dairy & Beverages",Beverages,"2.25 L","
Feeling low? Limcaâ€™s lemony fizz will get you going again! Limca is an exciting cloudy lemon drink combining a sharp fizz and a lemony bite that's enough to lift spirits in no time. The ultimate thirst quencher and a provider of freshness, the â€˜Lime n Lemoniâ€™ Limca recharges you with every sip. Thus, donâ€™t let thirst take you down, grab a Limca and Phir Ho Ja Shuru! This cold drink has been quenching thirst since 1971 and also publishes the Limca Book of Records as a reverence for those who know the art of defeating and winning. You can check out the latest Limca Book of Records at www.limcabookofrecords.in.
- The ultimate 'lime n lemoni' thirst quencher
Don't let heat sap your energy, grab a Limca refreshment.
- Limcaâ€™s lemony taste and fizz gets you going again.
- Refreshment for one and all - Limca party pack for parties & gatherings.
- It is best served chilled and bubbling.
","Dairy & Beverages > Beverages"
